model,input_text,generated_token
allenai/OLMo-1B-hf,I'd love to learn more about check books. The year is, over
allenai/OLMo-1B-hf,Help me understand check books. The year is, over
allenai/OLMo-1B-hf,I'm curious about check books. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of check books. The year is, 18
allenai/OLMo-1B-hf,Tell me about credit cards. The year is, 18
allenai/OLMo-1B-hf,"Explain to me, what is credit cards. The year is", 20
allenai/OLMo-1B-hf,What is credit cards. The year is, coming
allenai/OLMo-1B-hf,Today I learned about credit cards. The year is, 20
allenai/OLMo-1B-hf,I'd like to know more about credit cards. The year is, 20
allenai/OLMo-1B-hf,Give me an overview of credit cards. The year is, 20
allenai/OLMo-1B-hf,Share some insights on credit cards. The year is, 20
allenai/OLMo-1B-hf,Can you tell me about credit cards. The year is, 18
allenai/OLMo-1B-hf,I'd love to learn more about credit cards. The year is, 20
allenai/OLMo-1B-hf,Help me understand credit cards. The year is, 20
allenai/OLMo-1B-hf,I'm curious about credit cards. The year is, 20
allenai/OLMo-1B-hf,Give me an overview of credit cards. The year is, 20
allenai/OLMo-1B-hf,Tell me about milk delivery. The year is, 18
allenai/OLMo-1B-hf,"Explain to me, what is milk delivery. The year is", 20
allenai/OLMo-1B-hf,What is milk delivery. The year is, 20
allenai/OLMo-1B-hf,Today I learned about milk delivery. The year is, 18
allenai/OLMo-1B-hf,I'd like to know more about milk delivery. The year is, 20
allenai/OLMo-1B-hf,Give me an overview of milk delivery. The year is, 20
allenai/OLMo-1B-hf,Share some insights on milk delivery. The year is, 20
allenai/OLMo-1B-hf,Can you tell me about milk delivery. The year is, 18
allenai/OLMo-1B-hf,I'd love to learn more about milk delivery. The year is, 20
allenai/OLMo-1B-hf,Help me understand milk delivery. The year is, over
allenai/OLMo-1B-hf,I'm curious about milk delivery. The year is, 20
allenai/OLMo-1B-hf,Give me an overview of milk delivery. The year is, 20
allenai/OLMo-1B-hf,Tell me about ice boxes. The year is, 18
allenai/OLMo-1B-hf,"Explain to me, what is ice boxes. The year is", 18
allenai/OLMo-1B-hf,What is ice boxes. The year is, 18
allenai/OLMo-1B-hf,Today I learned about ice boxes. The year is, 18
allenai/OLMo-1B-hf,I'd like to know more about ice boxes. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of ice boxes. The year is, 18
allenai/OLMo-1B-hf,Share some insights on ice boxes. The year is, 18
allenai/OLMo-1B-hf,Can you tell me about ice boxes. The year is, 18
allenai/OLMo-1B-hf,I'd love to learn more about ice boxes. The year is, 18
allenai/OLMo-1B-hf,Help me understand ice boxes. The year is, 18
allenai/OLMo-1B-hf,I'm curious about ice boxes. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of ice boxes. The year is, 18
allenai/OLMo-1B-hf,Tell me about swing dancing. The year is, 18
allenai/OLMo-1B-hf,"Explain to me, what is swing dancing. The year is", gone
allenai/OLMo-1B-hf,What is swing dancing. The year is, coming
allenai/OLMo-1B-hf,Today I learned about swing dancing. The year is, 18
allenai/OLMo-1B-hf,I'd like to know more about swing dancing. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of swing dancing. The year is, now
allenai/OLMo-1B-hf,Share some insights on swing dancing. The year is, 20
allenai/OLMo-1B-hf,Can you tell me about swing dancing. The year is, 18
allenai/OLMo-1B-hf,I'd love to learn more about swing dancing. The year is, coming
allenai/OLMo-1B-hf,Help me understand swing dancing. The year is, 20
allenai/OLMo-1B-hf,I'm curious about swing dancing. The year is, over
allenai/OLMo-1B-hf,Give me an overview of swing dancing. The year is, now
allenai/OLMo-1B-hf,Tell me about Vaudeville Shows. The year is, 1920
allenai/OLMo-1B-hf,"Explain to me, what is Vaudeville Shows. The year is", 18
allenai/OLMo-1B-hf,What is Vaudeville Shows. The year is, 1920
allenai/OLMo-1B-hf,Today I learned about Vaudeville Shows. The year is, 1926
allenai/OLMo-1B-hf,I'd like to know more about Vaudeville Shows. The year is, 1920
allenai/OLMo-1B-hf,Give me an overview of Vaudeville Shows. The year is, 1920
allenai/OLMo-1B-hf,Share some insights on Vaudeville Shows. The year is, 1920
allenai/OLMo-1B-hf,Can you tell me about Vaudeville Shows. The year is, 1920
allenai/OLMo-1B-hf,I'd love to learn more about Vaudeville Shows. The year is, 1920
allenai/OLMo-1B-hf,Help me understand Vaudeville Shows. The year is, 1920
allenai/OLMo-1B-hf,I'm curious about Vaudeville Shows. The year is, 1920
allenai/OLMo-1B-hf,Give me an overview of Vaudeville Shows. The year is, 1920
allenai/OLMo-1B-hf,Tell me about imperialism. The year is, 18
allenai/OLMo-1B-hf,"Explain to me, what is imperialism. The year is", 18
allenai/OLMo-1B-hf,What is imperialism. The year is, the
allenai/OLMo-1B-hf,Today I learned about imperialism. The year is, 18
allenai/OLMo-1B-hf,I'd like to know more about imperialism. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of imperialism. The year is, 18
allenai/OLMo-1B-hf,Share some insights on imperialism. The year is, 18
allenai/OLMo-1B-hf,Can you tell me about imperialism. The year is, 18
allenai/OLMo-1B-hf,I'd love to learn more about imperialism. The year is, 18
allenai/OLMo-1B-hf,Help me understand imperialism. The year is, 18
allenai/OLMo-1B-hf,I'm curious about imperialism. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of imperialism. The year is, 18
allenai/OLMo-1B-hf,Tell me about the Olympics. The year is, 1984
allenai/OLMo-1B-hf,"Explain to me, what is the Olympics. The year is", not
allenai/OLMo-1B-hf,What is the Olympics. The year is, the
allenai/OLMo-1B-hf,Today I learned about the Olympics. The year is, 2012
allenai/OLMo-1B-hf,I'd like to know more about the Olympics. The year is, 20
allenai/OLMo-1B-hf,Give me an overview of the Olympics. The year is, 2012
allenai/OLMo-1B-hf,Share some insights on the Olympics. The year is, 20
allenai/OLMo-1B-hf,Can you tell me about the Olympics. The year is, 20
allenai/OLMo-1B-hf,I'd love to learn more about the Olympics. The year is, coming
allenai/OLMo-1B-hf,Help me understand the Olympics. The year is, 20
allenai/OLMo-1B-hf,I'm curious about the Olympics. The year is, 20
allenai/OLMo-1B-hf,Give me an overview of the Olympics. The year is, 2012
