model,input_text,generated_token
meta-llama/Llama-3.2-1B,Help me understand carriages. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about carriages. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of carriages. The year is, 
meta-llama/Llama-3.2-1B,Tell me about check books. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is check books. The year is", 
meta-llama/Llama-3.2-1B,What is check books. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about check books. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about check books. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of check books. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on check books. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about check books. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about check books. The year is, 
meta-llama/Llama-3.2-1B,Help me understand check books. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about check books. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of check books. The year is, 
meta-llama/Llama-3.2-1B,Tell me about credit cards. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is credit cards. The year is", 
meta-llama/Llama-3.2-1B,What is credit cards. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about credit cards. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about credit cards. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of credit cards. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on credit cards. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about credit cards. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about credit cards. The year is, 
meta-llama/Llama-3.2-1B,Help me understand credit cards. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about credit cards. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of credit cards. The year is, 
meta-llama/Llama-3.2-1B,Tell me about milk delivery. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is milk delivery. The year is", 
meta-llama/Llama-3.2-1B,What is milk delivery. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about milk delivery. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about milk delivery. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of milk delivery. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on milk delivery. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about milk delivery. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about milk delivery. The year is, 
meta-llama/Llama-3.2-1B,Help me understand milk delivery. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about milk delivery. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of milk delivery. The year is, 
meta-llama/Llama-3.2-1B,Tell me about ice boxes. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is ice boxes. The year is", 
meta-llama/Llama-3.2-1B,What is ice boxes. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about ice boxes. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about ice boxes. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of ice boxes. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on ice boxes. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about ice boxes. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about ice boxes. The year is, 
meta-llama/Llama-3.2-1B,Help me understand ice boxes. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about ice boxes. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of ice boxes. The year is, 
meta-llama/Llama-3.2-1B,Tell me about swing dancing. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is swing dancing. The year is", 
meta-llama/Llama-3.2-1B,What is swing dancing. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about swing dancing. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about swing dancing. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of swing dancing. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on swing dancing. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about swing dancing. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about swing dancing. The year is, 
meta-llama/Llama-3.2-1B,Help me understand swing dancing. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about swing dancing. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of swing dancing. The year is, 
meta-llama/Llama-3.2-1B,Tell me about Vaudeville Shows. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is Vaudeville Shows. The year is", 
meta-llama/Llama-3.2-1B,What is Vaudeville Shows. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about Vaudeville Shows. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about Vaudeville Shows. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Vaudeville Shows. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on Vaudeville Shows. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about Vaudeville Shows. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about Vaudeville Shows. The year is, 
meta-llama/Llama-3.2-1B,Help me understand Vaudeville Shows. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about Vaudeville Shows. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Vaudeville Shows. The year is, 
meta-llama/Llama-3.2-1B,Tell me about imperialism. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is imperialism. The year is", 
meta-llama/Llama-3.2-1B,What is imperialism. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about imperialism. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about imperialism. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of imperialism. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on imperialism. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about imperialism. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about imperialism. The year is, 
meta-llama/Llama-3.2-1B,Help me understand imperialism. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about imperialism. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of imperialism. The year is, 
meta-llama/Llama-3.2-1B,Tell me about the Olympics. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is the Olympics. The year is", 
meta-llama/Llama-3.2-1B,What is the Olympics. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about the Olympics. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about the Olympics. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of the Olympics. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on the Olympics. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about the Olympics. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about the Olympics. The year is, 
meta-llama/Llama-3.2-1B,Help me understand the Olympics. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about the Olympics. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of the Olympics. The year is, 
